pass1_rank,candidate_id,pass1_score,professional_band,band_id,subtype,current_title,years_experience,current_company,location,open_to_work,days_since_active,response_rate,notice_period_days,willing_to_relocate,retrieval_raw,ranking_raw,evaluation_raw,production_raw,ownership_raw,skill_corroboration,positive_evidence,negative_evidence,risk_flags
1965,CAND_0013665,305.084000,applied_ml,3,ml_platform,Senior Software Engineer (ML),5.2,InMobi,"Trivandrum, Kerala",False,15,0.730,30,False,0.5800,1.7369,0.0000,2.3342,0.5800,1.2000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Qdrant assessment 84.6/100,profile states limited ownership of modeling or deployment | not marked open to work,
1966,CAND_0040102,305.052000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.4,PolicyBazaar,Seattle,False,39,0.690,45,False,0.0000,0.1000,0.0000,1.3400,0.3400,0.4500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment | not marked open to work,weak:skill_duration_overrun
1967,CAND_0052030,305.012000,applied_ml,3,ml_platform,Senior Software Engineer (ML),4.1,Infosys,"Vizag, Andhra Pradesh",False,5,0.640,90,False,0.1000,0.5889,0.0000,2.3342,0.0000,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Semantic Search assessment 50.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1968,CAND_0077498,305.012000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.4,Niramai,"Ahmedabad, Gujarat",True,6,0.890,60,False,0.5800,0.0000,0.0000,0.3400,1.5800,0.0000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment,weak:repeated_role_description
1969,CAND_0004112,304.972000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.5,Zoho,"Vizag, Andhra Pradesh",False,31,0.590,120,False,0.0000,0.0000,0.0000,2.3342,0.9200,1.0500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Feature Engineering assessment 62.2/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted
1970,CAND_0045778,304.964000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.4,PhonePe,"Ahmedabad, Gujarat",True,62,0.830,90,False,0.0000,0.4808,0.0000,0.3400,1.3400,1.0500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Milvus assessment 83.5/100,profile states limited ownership of modeling or deployment | 90-day notice period,
1971,CAND_0036173,304.924000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.2,Wysa,"Noida, Uttar Pradesh",False,20,0.530,120,False,0.0000,0.1000,0.0000,1.3400,0.3400,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | NLP assessment 44.7/100",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:skill_duration_overrun
1972,CAND_0048862,304.924000,applied_ml,3,ml_platform,Senior Software Engineer (ML),5.7,Niramai,Toronto,False,17,0.530,60,False,0.5800,0.5808,0.0000,2.5745,0.3400,1.2000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Learning to Rank assessment 84.4/100,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
1973,CAND_0003609,304.900000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.1,Sarvam AI,"Bhubaneswar, Odisha",False,82,0.500,60,False,0.0000,1.6369,0.0000,2.3342,0.5800,0.6000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Kubeflow assessment 85.8/100,profile states limited ownership of modeling or deployment | not marked open to work,
1974,CAND_0070206,304.892000,applied_ml,3,ml_platform,Senior Software Engineer (ML),4.9,Zomato,"Gurgaon, Haryana",False,49,0.490,60,False,0.0000,0.4808,0.0000,2.3342,0.0000,0.4500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | not marked open to work,
1975,CAND_0081231,304.860000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.2,Swiggy,"Jaipur, Rajasthan",False,77,0.450,120,True,0.0000,0.0000,0.0000,2.1602,0.3400,0.6000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | Hugging Face Transformers assessment 66.6/100",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:skill_duration_overrun
1976,CAND_0072834,304.796000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.2,Mad Street Den,Singapore,False,44,0.370,120,False,0.0000,0.4808,0.0000,2.5745,0.3400,0.6000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Milvus assessment 72.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted | weak:repeated_role_description
1977,CAND_0042690,304.780000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.3,Niramai,"Kolkata, West Bengal",False,32,0.350,60,False,0.0000,0.3400,0.0000,2.3342,0.5800,1.2000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Milvus assessment 69.3/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1978,CAND_0006437,304.772000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.2,Razorpay,"Bhubaneswar, Odisha",False,58,0.340,90,False,0.0000,1.3969,0.0000,2.5745,0.9200,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
1979,CAND_0092468,304.772000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.9,InMobi,"Kolkata, West Bengal",False,97,0.340,120,False,0.1000,1.4383,0.0000,1.9200,0.9200,0.4500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | pgvector assessment 58.9/100",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
1980,CAND_0052679,304.764000,applied_ml,3,ml_platform,Senior Software Engineer (ML),4.5,TCS,"Vizag, Andhra Pradesh",False,46,0.330,60,False,0.1414,0.0000,0.0000,1.7542,0.3400,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies | not marked open to work,
1981,CAND_0088878,304.748000,applied_ml,3,ml_platform,Senior Software Engineer (ML),4.4,Paytm,"Hyderabad, Telangana",False,90,0.310,120,False,0.5800,1.3969,0.0000,2.3342,0.5800,1.2000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Milvus assessment 87.8/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
1982,CAND_0071087,304.732000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.3,Genpact AI,"Indore, Madhya Pradesh",False,37,0.290,60,False,0.0000,0.4808,0.0000,1.9200,0.3400,1.0500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | Weaviate assessment 85.7/100",profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
1983,CAND_0087841,304.716000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.7,Razorpay,"Kochi, Kerala",True,14,0.520,60,True,0.0000,0.4808,0.0000,0.3400,1.3400,1.0500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | PyTorch assessment 86.2/100,profile states limited ownership of modeling or deployment,
1984,CAND_0022232,304.708000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.9,Zomato,"Jaipur, Rajasthan",False,73,0.260,90,True,0.1000,0.4808,0.0000,2.3342,0.5800,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
1985,CAND_0089249,304.676000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.1,Meesho,"Chandigarh, Chandigarh",True,104,0.470,120,False,0.0000,0.3400,0.0000,0.3400,1.0000,1.6500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | MLflow assessment 84.5/100,profile states limited ownership of modeling or deployment | 120-day notice period,weak:skill_duration_overrun
1986,CAND_0040092,304.532000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.4,Haptik,"Kolkata, West Bengal",True,86,0.290,45,True,0.0000,0.6889,0.0000,0.3400,1.0000,0.0000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment,weak:activity_before_signup
1987,CAND_0001608,304.012000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.1,Razorpay,"Chennai, Tamil Nadu",False,29,0.640,60,False,0.0000,0.0000,0.0000,0.3400,1.0000,1.2000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Image Classification assessment 81.0/100,profile states limited ownership of modeling or deployment | not marked open to work,
1988,CAND_0030967,303.964000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.6,Wipro,"Coimbatore, Tamil Nadu",False,25,0.580,120,True,0.0000,0.0000,0.0000,0.3400,1.9200,0.6000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | MLflow assessment 87.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description
1989,CAND_0009398,212.956000,data_backend_adjacent,2,applied_ml,Backend Engineer,5.8,Wipro,"Trivandrum, Kerala",True,73,0.820,90,True,0.0000,0.0000,0.5800,1.4142,2.4188,0.0000,Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems.,90-day notice period,
1990,CAND_0043064,212.956000,data_backend_adjacent,2,data_platform,Backend Engineer,5.8,Razorpay,"Chennai, Tamil Nadu",True,21,0.820,90,False,0.1000,0.0000,0.5800,2.1602,1.8202,0.4500,Shipped a couple of small predictive features but the bulk of the role was data infrastructure.,90-day notice period,
1991,CAND_0098888,212.956000,data_backend_adjacent,2,backend_platform,Analytics Engineer,6.4,Meesho,New York,True,31,0.820,60,False,0.0000,0.0000,0.5800,1.8202,2.4188,0.4500,"Backend development with Python (FastAPI), PostgreSQL, and Redis at a B2B SaaS product.",profile states limited ownership of modeling or deployment,
1992,CAND_0029790,212.948000,data_backend_adjacent,2,data_platform,Senior Software Engineer,6.6,Paytm,"Jaipur, Rajasthan",True,44,0.810,60,True,0.0000,0.0000,0.5800,1.0000,1.8202,0.0000,Shipped a couple of small predictive features but the bulk of the role was data infrastructure.,,
1993,CAND_0084451,212.948000,data_backend_adjacent,2,data_platform,Senior Data Engineer,5.0,PhonePe,"Chennai, Tamil Nadu",True,80,0.810,60,False,0.0000,0.0000,0.5800,0.8202,2.2345,0.6000,Designed and maintained the analytical data warehouse on Snowflake supporting the BI team's ~50 dashboards. | pgvector assessment 77.7/100,,
1994,CAND_0037751,212.940000,data_backend_adjacent,2,backend_platform,Data Analyst,5.8,Pied Piper,"Trivandrum, Kerala",True,9,0.800,90,False,0.0000,0.0000,0.5800,1.0000,1.9942,0.4500,"Backend development with Python (FastAPI), PostgreSQL, and Redis at a B2B SaaS product.",profile states limited ownership of modeling or deployment | 90-day notice period,
